time                rssi
0.0                 -64
0.363476037979126   -54
1.1711409091949463  -60
1.1749770641326904  -59
1.1784770488739014  -62
1.9768860340118408  -60
1.9808459281921387  -61
1.9843389987945557  -57
2.780026912689209   -78
2.7837719917297363  -65
2.787229061126709   -61
3.5834550857543945  -66
3.5869979858398438  -65
3.5900070667266846  -63
4.390055894851685   -74
4.393389940261841   -69
4.396504878997803   -68
5.195863962173462   -74
5.2013208866119385  -70
5.204552888870239   -96
5.9982969760894775  -87
6.003756999969482   -71
6.803133010864258   -73
6.806689023971558   -77
6.809921979904175   -71
7.601212978363037   -75
7.608593940734863   -75
7.614343881607056   -73
8.409911870956421   -76
8.414334058761597   -76
8.417720079421997   -76
10.022170066833496  -81
10.025875091552734  -88
10.029579877853394  -78
10.829532861709595  -79
10.833395004272461  -73
11.636880874633789  -89
11.640743970870972  -93
13.248662948608398  -79
13.253320932388306  -80
14.05561900138855   -78
14.05985403060913   -87
14.86353588104248   -86
14.86835503578186   -85
14.872514009475708  -85
15.67101788520813   -82
15.675493001937866  -78
18.883612871170044  -90
19.692163944244385  -82
19.6991069316864    -87
22.91416096687317   -87
24.525062084197998  -91
24.52897000312805   -86
25.330897092819214  -87
25.335766077041626  -81
26.136085033416748  -82
26.94016408920288   -84
26.94379687309265   -88
29.35096287727356   -89
30.15228796005249   -84
30.174612045288086  -85
30.177876949310303  -87
30.953367948532104  -81
30.959184885025024  -86
30.96446204185486   -97
32.56888008117676   -88
32.57472801208496   -91
33.37761187553406   -87
34.183489084243774  -88
34.18823194503784   -92
44.66483807563782   -94
44.67053699493408   -96
52.7134690284729    -87
53.518280029296875  -98
55.9280219078064    -90
56.73632788658142   -99
60.764365911483765  -94
61.568942070007324  -87
64.79007387161255   -86
64.79460597038269   -83
65.59263586997986   -89
65.59684300422668   -88
66.39947009086609   -95
66.40318298339844   -81
69.6243999004364    -86
73.6540858745575    -86
74.45615196228027   -90
76.86806607246399   -91
76.8725380897522    -80
77.67014694213867   -80
78.47950005531311   -80
80.89213490486145   -84
83.31528306007385   -78
86.52997303009033   -98
86.53621292114258   -78
87.33666801452637   -79
88.95416307449341   -97
88.95998287200928   -78
90.56051301956177   -93
90.56557703018188   -87
92.97667908668518   -89
92.98292708396912   -83
93.7778389453888    -95
93.78331208229065   -80
94.58593392372131   -86
94.58962893486023   -92
94.59260702133179   -91
95.39515900611877   -85
96.99764704704285   -93
100.21220588684082  -98
100.21866106987     -81
103.44261193275452  -88
103.44898700714111  -90
105.85224890708923  -82
106.65973687171936  -85
108.2657310962677   -90
108.27014708518982  -86
110.67628598213196  -90
112.28907895088196  -89
113.90630197525024  -85
113.91342997550964  -95
117.12891101837158  -88
121.15119504928589  -100
138.04783987998962  -92
139.65222096443176  -102
143.66507005691528  -87
143.66854691505432  -88
144.47126603126526  -87
145.27427506446838  -85
145.27791905403137  -87
146.07921290397644  -93
146.0838348865509   -91
146.8873119354248   -86
154.13896799087524  -91
154.14470791816711  -95
161.38806891441345  -95
178.29073905944824  -97
183.91958594322205  -88
183.92531299591064  -93
186.32436895370483  -83
186.3300280570984   -89
186.3342800140381   -83
189.53590989112854  -81
190.33914303779602  -80
190.34557795524597  -80
191.9505648612976   -96
192.76016998291016  -83
192.76566004753113  -87
193.56369400024414  -77
193.57021498680115  -90
193.5740520954132   -84
194.37040996551514  -83
195.9839789867401   -92
195.9889359474182   -84
199.19665598869324  -87
199.2004520893097   -90
199.9958279132843   -88
199.99905109405518  -91
200.80308389663696  -88
202.4200210571289   -87
203.22484397888184  -87
204.8434910774231   -75
204.85024905204773  -83
204.854562997818    -81
205.64550805091858  -90
205.65140199661255  -78
206.45216298103333  -93
206.459557056427    -84
210.4855399131775   -79
210.48967003822327  -75
210.4957890510559   -86
211.29445505142212  -76
211.29854893684387  -82
211.30154609680176  -78
212.89741802215576  -71
214.50858402252197  -73
214.51210594177246  -71
215.30949187278748  -64
215.3134319782257   -71
215.31691098213196  -76
216.11760902404785  -73
216.12108898162842  -67
216.12389588356018  -85
216.92393803596497  -75
216.92755007743835  -70
216.93111991882324  -75
217.73171401023865  -73
217.7353549003601   -63
217.73855209350586  -69
218.53058886528015  -62
218.53485989570618  -60
218.53830909729004  -63
219.3350989818573   -57
219.34004092216492  -66
219.3434829711914   -60
220.13904309272766  -55
220.94658398628235  -58
220.9499180316925   -55
220.95321202278137  -55
221.7553150653839   -65
221.76189804077148  -54
221.76608800888062  -55
222.560870885849    -53
