#bradjc, brghena, samkuo, tzachari, wwhuang
1404826500000,0,0,1,0,0
1404826800000,0,0,1,0,0
1404827100000,0,0,1,0,0
1404827400000,0,0,1,0,0
1404827700000,0,0,1,0,0
1404828000000,0,0,1,0,0
1404828300000,0,0,1,0,0
1404828600000,0,0,1,0,0
1404828900000,0,0,1,0,0
1404829200000,0,0,1,0,0
1404829500000,0,0,1,0,0
1404829800000,0,0,1,0,0
1404830100000,0,0,1,0,0
1404830400000,0,0,1,0,0
1404830700000,0,0,1,0,0
1404831000000,0,1,1,0,0
1404831300000,0,1,1,0,0
1404831600000,0,1,1,0,0
1404831900000,0,1,1,0,0
1404832200000,0,1,1,0,0
1404832500000,0,1,1,0,0
1404832800000,0,1,1,0,0
1404833100000,0,1,1,0,0
1404833400000,0,1,1,0,0
1404833700000,0,1,1,0,0
1404834000000,1,1,1,0,0
1404834300000,1,1,1,0,0
1404834600000,0,1,1,0,0
1404834900000,0,1,1,0,0
1404835200000,1,1,1,0,0
1404835500000,1,1,1,0,0
1404835800000,0,1,1,0,0
1404836100000,0,1,1,0,0
1404836400000,0,1,1,0,0
1404836700000,0,1,1,0,0
1404837000000,1,1,1,0,0
1404837300000,1,1,1,0,0
1404837600000,0,1,0,0,0
1404837900000,0,1,0,0,0
1404838200000,1,1,0,0,0
1404838500000,1,1,0,0,0
1404838800000,0,1,0,0,0
1404839100000,0,1,0,0,0
1404839400000,1,1,0,0,0
1404839700000,1,1,0,0,0
1404840000000,1,1,1,0,0
1404840300000,1,1,1,0,0
1404840600000,1,1,1,0,0
1404840900000,1,1,1,0,0
1404841200000,1,1,1,0,0
1404841500000,1,1,1,0,0
1404841800000,0,1,1,0,0
1404842100000,0,1,1,0,0
1404842400000,0,1,1,0,0
1404842700000,0,1,1,0,0
1404843000000,1,1,1,0,0
1404843300000,1,1,1,0,0
1404843600000,1,0,1,0,0
1404843900000,1,0,1,0,0
1404844200000,1,1,0,0,1
1404844500000,1,1,0,0,1
1404844800000,1,1,1,0,0
1404845100000,1,1,1,0,0
1404845400000,0,1,0,0,1
1404845700000,0,1,0,0,1
1404846000000,1,1,1,0,1
1404846300000,1,1,1,0,1
1404846600000,1,1,1,0,1
1404846900000,1,1,1,0,1
1404847200000,0,1,1,0,1
1404847500000,0,1,1,0,1
1404847800000,1,1,1,0,1
1404848100000,1,1,1,0,1
1404848400000,1,1,1,0,1
1404848700000,1,1,1,0,1
1404849000000,1,0,1,0,1
1404849300000,1,0,1,0,1
1404849600000,1,1,0,0,1
1404849900000,1,1,0,0,1
1404850200000,1,1,1,0,1
1404850500000,1,1,1,0,1
1404850800000,1,1,1,0,0
1404851100000,1,1,1,0,0
1404851400000,1,1,1,0,1
1404851700000,1,1,1,0,1
1404852000000,1,1,1,0,1
1404852300000,1,1,1,0,1
1404852600000,1,0,1,0,1
1404852900000,1,0,1,0,1
1404853200000,0,1,1,0,1
1404853500000,0,1,1,0,1
1404853800000,0,0,0,0,1
1404854100000,0,0,0,0,1
1404854400000,0,1,1,0,1
1404854700000,0,1,1,0,1
1404855000000,0,0,1,0,1
1404855300000,0,0,1,0,1
1404855600000,0,1,1,0,0
1404855900000,0,1,1,0,0
1404856200000,0,0,1,0,0
1404856500000,0,0,1,0,0
1404856800000,0,1,1,0,0
1404857100000,0,1,1,0,0
1404857400000,0,0,1,1,0
1404857700000,0,0,1,1,0
1404858000000,0,1,1,1,0
1404858300000,0,1,1,1,0
1404858600000,0,1,1,1,0
1404858900000,0,1,1,1,0
1404859200000,0,1,0,0,0
1404859500000,0,1,0,0,0
1404859800000,0,1,0,1,0
1404860100000,0,1,0,1,0
1404860400000,0,1,0,1,0
1404860700000,0,1,0,1,0
1404861000000,0,0,0,1,0
1404861300000,0,0,0,1,0
1404861600000,0,0,0,1,0
1404861900000,0,0,0,1,0
1404862200000,0,0,0,1,0
1404862500000,0,0,0,1,0
1404862800000,0,1,0,1,0
1404863100000,0,1,0,1,0
1404863400000,0,1,0,1,0
1404863700000,0,1,0,1,0
1404864000000,0,1,0,0,0
1404864300000,0,1,0,0,0
1404864600000,0,1,0,0,0
1404864900000,0,1,0,0,0
1404865200000,0,1,0,0,0
1404865500000,0,1,0,0,0
1404865800000,1,1,0,0,0
1404866100000,1,1,0,0,0
1404866400000,0,1,0,0,0
1404866700000,0,1,0,0,0
1404867000000,1,0,0,0,0
1404867300000,1,0,0,0,0
1404867600000,1,1,0,0,0
1404867900000,1,1,0,0,0
1404868200000,1,0,0,0,0
1404868500000,1,0,0,0,0
1404868800000,0,1,0,0,0
1404869100000,0,1,0,0,0
1404869400000,0,1,0,0,0
1404869700000,0,1,0,0,0
